province_id,province,gdp,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
43,Songkhla,Agriculture,21255.5172,20992.1457,20014.96556,22816.72312,21990.66539,23868.1814,24827.46526,24263.83008,25266.13177,26892.38878,28288.91924,28899.79901,27537.29688,25673.43146,24253.9809,22458.81634,22409.35768,26485.91455,26831.4856,25946.8562,25093.41965,25264.14772,22474.87754,25160.25946,22849.70786,21238.71183,22358.45532
76,Satun,Agriculture,6377.976581,6942.385212,7160.966544,8015.309645,10086.07018,9047.316407,8320.210653,8370.360412,8251.180291,9219.68816,10399.15272,10679.437,10167.40523,10375.67109,10615.46576,11126.14924,11006.88198,11253.33527,10772.88805,10921.90039,10278.33552,9564.590702,8104.389113,8107.267094,8479.166727,9271.383673,9025.341868
33,Yala,Agriculture,5619.408756,5727.096057,5946.192941,6316.730089,5840.154514,5929.682105,5733.885965,5510.573713,6017.035554,5790.724171,5988.881316,5861.455802,6360.861463,6236.161699,6754.606117,6743.703557,6406.681333,6438.909207,5915.45722,6774.076132,5699.275264,6249.155577,5195.048291,6679.458093,6338.851681,6361.857665,6622.26181
47,Trang,Agriculture,8297.267992,9708.361489,10860.54015,10013.86267,10415.58214,11496.5544,12013.82987,12180.00892,13148.23803,13823.67567,14795.81979,14905.54036,14270.79637,14551.25593,14722.64595,13933.46603,14027.80641,12650.24338,12720.35614,13346.89007,12086.40251,12067.31071,11011.46861,11607.52585,11144.19587,11455.04225,11322.89962
40,Narathiwat,Agriculture,4824.804766,5433.982006,5823.76312,6637.78533,6474.322118,5888.510223,5855.885875,6719.257673,9380.836403,9073.769418,9094.529169,9318.678028,9961.332156,9202.650492,9978.73463,9565.728872,9173.224712,6567.479855,6457.741611,7317.25978,6313.339657,6302.15552,4913.081298,6844.547438,6371.449544,5142.044908,5572.051597
55,Phatthalung,Agriculture,2768.374461,3042.539046,3136.948434,3315.095555,3808.078826,4220.250428,4085.608709,4124.645759,4650.893143,4941.49242,5124.342999,5132.889141,5197.547335,4868.164014,4758.482053,4473.966917,4302.112355,4907.257077,5084.391969,5584.968547,5716.914851,5879.35891,5614.688847,6511.653411,6628.298393,6358.685025,6523.822848
57,Pattani,Agriculture,16670.96019,16079.80127,15771.19761,15000.66374,15133.51733,15753.35821,14615.84432,15190.35036,14484.70982,13876.3015,14604.48892,15196.0235,14061.63639,15412.19631,16781.26264,16136.51703,15190.00447,14977.72282,15708.32596,15336.06789,13337.2104,13112.96437,8487.154829,9840.201716,9586.593804,8226.412161,8363.411653
64,Chon Buri,Agriculture,6896.902061,7861.732965,8319.924671,8607.405611,9005.201424,9673.202287,10389.5716,11227.58835,12485.7445,9671.226793,10028.06964,10822.90958,11463.73238,11811.76988,11644.20991,11689.2029,12463.12034,12034.57756,12426.43465,10612.28384,10203.93039,11077.22131,12540.65459,13139.99168,12382.73598,11478.21552,11670.82851
4,Chachoengsao,Agriculture,7223.218154,7789.232883,8831.151826,9638.316763,9001.841689,9579.799816,10213.47305,9789.109478,11539.50269,10005.68726,9792.798994,10806.01813,11335.7643,11402.29158,11237.2145,10368.71864,11745.79476,11292.24231,11426.35869,11380.91129,10923.22304,10695.93959,11553.90844,11664.35955,11436.90313,10890.92074,11274.1585
51,Rayong,Agriculture,12247.02777,11985.69845,11280.99898,10571.85537,11426.35669,12327.83775,12040.03778,12622.14167,13475.75047,12787.5176,12053.43555,12692.71963,13834.52753,14909.56859,14031.78005,14646.48946,15480.46705,13561.69842,12426.16802,12316.64381,10442.28947,10346.97955,12101.15949,10867.63949,11130.85267,11037.02939,10460.00465
29,Trat,Agriculture,9412.888769,9553.991043,9603.376342,7859.519499,8251.119506,8954.785054,8788.596154,9039.28109,9947.441571,9787.566338,10084.872,11388.97017,11564.61325,13041.78183,11701.17175,13857.24422,14203.58671,13856.27575,12405.90131,12358.47076,11383.52084,9250.342338,11399.28959,9761.369597,10271.14772,10814.30601,9926.835897
71,Chanthaburi,Agriculture,19794.51756,20820.73238,20895.37005,17146.29023,18228.19322,20726.29806,21703.10142,22021.23382,21903.91371,20489.23376,19425.06226,20424.82517,19858.39764,22716.53027,20157.42463,23666.06473,25943.20124,26723.6809,26507.66867,26647.64091,24708.39337,21638.19625,26123.27966,21494.44825,22269.58599,23582.81764,23600.12809
