province_id,province-org,province,year,GINIW_province,gdppc,construction_gdp,construction_share,roadlength,allconstruction_length,allconstruction_lengthpc,edu_graduate (total),edu_graduate,total_gdp,agri_gdp,agri_share,manu_gdp,manu_share,knowledge_service_gdp,knowledge_service_share,total_area,urban_modis,total_pop,pop_density,incomegroup
65,Chiang Mai,Chiang Mai,2014,0.72241485,69873,7473.204394,0.060267777,7785,122600,0.069265537,1053680,0.595299435,1.24E+11,16474.05974,0.13285532,11254.77837,0.090764342,14872.494,0.119939468,22765.23009,169.3392027,1770000,77.75014762,0
65,Chiang Mai,Chiang Mai,2015,0.71793824,71636,8634.855602,0.067990989,34109,168778,0.0948724,1091822,0.613727937,1.27E+11,15077.23326,0.118718372,11492.23939,0.090490074,15993.76167,0.125935131,22765.23009,170.6231794,1779000,78.14548735,0
65,Chiang Mai,Chiang Mai,2016,0.71412355,75741,9979.512145,0.073922312,3878,16030,0.008970341,991174,0.554658086,1.35E+11,15481.43373,0.114677287,11958.94675,0.088584791,17515.76936,0.12974644,22765.23009,171.0511691,1787000,78.49690045,0
65,Chiang Mai,Chiang Mai,2017,0.7023654,78560,10003.95032,0.070950002,23187,141921,0.079020601,990000,0.551224944,1.41E+11,16065.05931,0.113936591,12600.93466,0.089368331,18424.23782,0.130668353,22765.23009,171.0511691,1796000,78.89224018,0
65,Chiang Mai,Chiang Mai,2018,0.69997901,81583,9966.533197,0.067799546,11946,109062,0.060422161,990329,0.548658726,1.47E+11,17667.56668,0.120187528,12118.97279,0.082441992,20738.78788,0.14108019,22765.23009,171.0511691,1805000,79.28757991,0
65,Chiang Mai,Chiang Mai,2019,0.70464849,84295,9055.843571,0.059577918,8209,104330,0.05786467,1013557,0.562150305,1.52E+11,17953.50527,0.118115166,12064.33085,0.079370598,21491.19905,0.141389467,22765.23009,171.4791621,1803000,79.19972664,0
65,Chiang Mai,Chiang Mai,2020,0.6945889,79278,9088.007979,0.063552503,13742,100001,0.055525264,1157610,0.642759578,1.43E+11,17015.64375,0.118990516,11881.4137,0.083086809,19875.32589,0.138988293,22765.23009,173.4051237,1801000,79.11187336,0
65,Chiang Mai,Chiang Mai,2021,0.68949378,78810,8648.685181,0.060906234,15168,89705,0.049891546,1232495,0.68548109,1.42E+11,17516.81594,0.123357859,12987.88055,0.091463948,18649.31169,0.131333181,22765.23009,173.6191189,1798000,78.98009345,0
25,Chiang Rai,Chiang Rai,2014,0.45132861,43259,2360.02421,0.046868654,0,12354,0.010613402,321385,0.276103952,50354000000,11891.02533,0.236148575,2633.934456,0.052308346,5523.022642,0.109683891,11444.2486,163.1356278,1164000,101.7104784,0
25,Chiang Rai,Chiang Rai,2015,0.42977497,44163,3040.143182,0.059242418,2603,15461,0.013305508,349289,0.300592943,51317000000,11149.17552,0.217260859,2554.069151,0.04977043,6000.259347,0.116925373,11444.2486,163.5637073,1162000,101.5357181,0
25,Chiang Rai,Chiang Rai,2016,0.41578653,45229,3460.968218,0.065965925,0,5776,0.00497931,345565,0.297900862,52466000000,10568.8075,0.201441076,2776.857612,0.052926802,6242.02068,0.118972681,11444.2486,163.5637073,1160000,101.3609579,0
25,Chiang Rai,Chiang Rai,2017,0.40340728,47342,3387.502646,0.061790935,16143,27642,0.023870466,396733,0.3426019,54822000000,11164.13721,0.203643377,2939.788366,0.053624245,6616.639644,0.120693146,11444.2486,163.5637073,1158000,101.1861976,0
25,Chiang Rai,Chiang Rai,2018,0.40119529,47210,3799.879215,0.069626738,0,25530,0.022084775,429109,0.371201557,54575000000,10133.14932,0.185673831,2891.482548,0.052981815,7004.840451,0.128352551,11444.2486,163.5637073,1156000,101.0114373,0
25,Chiang Rai,Chiang Rai,2019,0.4063811,47142,3801.368647,0.070057106,1296,31774,0.02760556,405843,0.352600348,54261000000,9338.669453,0.172106475,2773.284951,0.051110097,7307.805128,0.134678777,11444.2486,163.991786,1151000,100.5745366,0
25,Chiang Rai,Chiang Rai,2020,0.37616932,45177,3696.872922,0.071343412,4483,28909,0.02520401,429281,0.374264167,51818000000,8573.415024,0.165452449,3067.993892,0.059207107,7170.727121,0.138382939,11444.2486,164.8479353,1147000,100.2250161,0
25,Chiang Rai,Chiang Rai,2021,0.37699872,46202,3751.274843,0.071096694,878,26059,0.022818739,378787,0.331687391,52763000000,8546.202642,0.161973403,3502.359722,0.066379086,7230.465708,0.137036668,11444.2486,164.8479353,1142000,99.7881154,0
20,Kalasin,Kalasin,2014,0.2784943,38090,1759.986151,0.056695105,2591,3690,0.004527607,193311,0.237191411,31043000000,6375.326845,0.205370835,5004.36146,0.161207405,2693.732389,0.086774229,6872.625577,50.80666093,815000,118.5864108,0
20,Kalasin,Kalasin,2015,0.28975046,39121,1877.845887,0.059042474,0,567,0.000697417,225096,0.276870849,31805000000,6428.20374,0.202112993,5030.02476,0.158152013,2943.833504,0.092558827,6872.625577,51.02058955,813000,118.2954012,0
20,Kalasin,Kalasin,2016,0.31906334,40414,1899.109087,0.058085612,0,0,0,249754,0.308719407,32695000000,6620.323123,0.202487326,5058.366963,0.154713778,3502.85227,0.107137246,6872.625577,51.02058955,809000,117.713382,0
20,Kalasin,Kalasin,2017,0.2818031,41306,1852.339229,0.055707775,0,42,5.22E-05,245417,0.304865839,33251000000,6462.593566,0.194357871,4859.697199,0.146151911,3499.362171,0.10524081,6872.625577,51.02058955,805000,117.1313628,0
