id,shapeISO,region,province,year,total_sol,mean_sol,gpp(millions),gdp,"population(1,000 persons)",pop,gdppc
73,TH-71,WE,Kanchanaburi,2019,30020.8295,0.318,68646,68646000000,830,830000,82706
73,TH-71,WE,Kanchanaburi,2020,31231.5413,0.3309,63407,63407000000,832,832000,76210
73,TH-71,WE,Kanchanaburi,2021,36019.0557,0.3816,64492,64492000000,833,833000,77421
42,TH-77,WE,Phachuap Khiri Khan,2014,15361.9999,0.5059,56406,56406000000,482,482000,117025
42,TH-77,WE,Phachuap Khiri Khan,2015,17023.4991,0.5606,57397,57397000000,486,486000,118101
42,TH-77,WE,Phachuap Khiri Khan,2016,17262.2339,0.5685,59522,59522000000,489,489000,121722
42,TH-77,WE,Phachuap Khiri Khan,2017,20024.229,0.6594,65442,65442000000,488,488000,134102
42,TH-77,WE,Phachuap Khiri Khan,2018,21672.5345,0.7137,68925,68925000000,488,488000,141240
42,TH-77,WE,Phachuap Khiri Khan,2019,22676.886,0.7468,69440,69440000000,488,488000,142295
42,TH-77,WE,Phachuap Khiri Khan,2020,24388.939,0.8032,63441,63441000000,488,488000,130002
42,TH-77,WE,Phachuap Khiri Khan,2021,26246.6658,0.8643,64648,64648000000,487,487000,132747
8,TH-76,WE,Phetchaburi,2014,21974.5242,0.7363,38429,38429000000,488,488000,78748
8,TH-76,WE,Phetchaburi,2015,24961.278,0.8364,38596,38596000000,492,492000,78447
8,TH-76,WE,Phetchaburi,2016,25842.2706,0.8659,39218,39218000000,496,496000,79069
8,TH-76,WE,Phetchaburi,2017,28301.4437,0.9483,42532,42532000000,498,498000,85406
8,TH-76,WE,Phetchaburi,2018,29852.0497,1.0002,43344,43344000000,499,499000,86862
8,TH-76,WE,Phetchaburi,2019,30885.6236,1.0349,45410,45410000000,500,500000,90820
8,TH-76,WE,Phetchaburi,2020,32368.101,1.0845,42980,42980000000,501,501000,85788
8,TH-76,WE,Phetchaburi,2021,33813.5028,1.133,43536,43536000000,502,502000,86725
30,TH-70,WE,Ratchaburi,2014,26232.5922,1.0312,99889,99889000000,805,805000,124086
30,TH-70,WE,Ratchaburi,2015,28074.5339,1.1036,103406,103000000000,807,807000,128136
30,TH-70,WE,Ratchaburi,2016,28740.4119,1.1298,104317,104000000000,809,809000,128946
30,TH-70,WE,Ratchaburi,2017,31785.9547,1.2495,104553,105000000000,811,811000,128919
30,TH-70,WE,Ratchaburi,2018,33360.8276,1.3114,105298,105000000000,813,813000,129518
30,TH-70,WE,Ratchaburi,2019,34859.2082,1.3703,102672,103000000000,813,813000,126288
30,TH-70,WE,Ratchaburi,2020,36927.8405,1.4516,96166,96166000000,812,812000,118431
30,TH-70,WE,Ratchaburi,2021,41469.7155,1.6301,97458,97458000000,811,811000,120170
50,TH-75,WE,Samut Songkhram,2014,4846.4362,2.4833,12305,12305000000,185,185000,66514
50,TH-75,WE,Samut Songkhram,2015,5304.0577,2.7178,12535,12535000000,185,185000,67757
50,TH-75,WE,Samut Songkhram,2016,5482.94,2.8095,12607,12607000000,184,184000,68516
50,TH-75,WE,Samut Songkhram,2017,6891.5074,3.5312,14833,14833000000,183,183000,81055
50,TH-75,WE,Samut Songkhram,2018,8085.8831,4.1432,15474,15474000000,182,182000,85022
50,TH-75,WE,Samut Songkhram,2019,8330.331,4.2685,16023,16023000000,181,181000,88525
50,TH-75,WE,Samut Songkhram,2020,8503.1918,4.3571,16104,16104000000,179,179000,89966
50,TH-75,WE,Samut Songkhram,2021,9179.2941,4.7035,16860,16860000000,178,178000,94719
48,TH-72,WE,Suphan Buri,2014,20074.5953,0.7713,46968,46968000000,850,850000,55256
48,TH-72,WE,Suphan Buri,2015,23241.5871,0.893,49387,49387000000,851,851000,58034
48,TH-72,WE,Suphan Buri,2016,24584.3887,0.9446,46365,46365000000,852,852000,54419
48,TH-72,WE,Suphan Buri,2017,28890.6428,1.11,48895,48895000000,853,853000,57321
48,TH-72,WE,Suphan Buri,2018,29696.3183,1.141,52610,52610000000,854,854000,61604
48,TH-72,WE,Suphan Buri,2019,30248.1696,1.1622,51809,51809000000,853,853000,60737
48,TH-72,WE,Suphan Buri,2020,31356.5604,1.2047,48833,48833000000,852,852000,57316
48,TH-72,WE,Suphan Buri,2021,37658.1733,1.4469,49839,49839000000,850,850000,58634
